,CountyName,RecType,"Region-2
County-3
District-4",Type,School,FacilityName,Administrator,Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat,NCES ID
3740,Macoupin,Dist,400560050,26.0,0000,Mount Olive CUSD 5,Mr. Patrick Murphy,804 W Main St,Mount Olive,62069 1549,217999-7831,P-12,95.0,48.0,13.0,2.0,1727180
3741,Macoupin,Sch,400560050,26.0,0001,Mt Olive High School,Mr. Jon Baumberger,804 W Main St,Mount Olive,62069 1549,217999-4231,6-12,95.0,48.0,13.0,4.0,172718002883
3742,Macoupin,Sch,400560050,26.0,2001,Mt Olive Elementary School,Mr. Patrick Murphy,804 W Main St,Mount Olive,62069 1549,217999-4241,P-5,95.0,48.0,13.0,4.0,172718004751
3743,Macoupin,Dist,400560060,26.0,0000,Staunton CUSD 6,Mr. Dan W Cox,801 N Deneen St,Staunton,62088 1017,618635-2962,P-12,95.0,48.0,13.0,2.0,1737590
3744,Macoupin,Sch,400560060,26.0,0001,Staunton High School,Mr. Brett Allen,801 N Deneen St,Staunton,62088 1017,618635-3838,9-12,95.0,48.0,13.0,4.0,173759003877
3745,Macoupin,Sch,400560060,26.0,1001,Staunton Jr High School,Mrs. Nancy Werden,801 N Deneen St,Staunton,62088 1017,618635-3831,6-8,95.0,48.0,13.0,4.0,173759004845
3746,Macoupin,Sch,400560060,26.0,2001,Staunton Elem School,Mrs. Nancy Werden,801 N Deneen St,Staunton,62088 1017,618635-3831,P-5,95.0,48.0,13.0,4.0,173759004844
3747,Macoupin,Dist,400560070,26.0,0000,Gillespie CUSD 7,Mr. Joseph E Tieman,510 W Elm St,Gillespie,62033 1167,217839-2464,P-12,95.0,48.0,13.0,2.0,1716680
3748,Macoupin,Sch,400560070,26.0,0003,Gillespie High School,Ms. Lori Emmons,612 Broadway St,Gillespie,62033 1164,217839-2114,9-12,95.0,48.0,13.0,4.0,171668001971
3749,Macoupin,Sch,400560070,26.0,1002,Gillespie Middle School,Mrs. Jill Rosentreter,412 Oregon St,Gillespie,62033 1174,217839-2116,6-8,95.0,48.0,13.0,4.0,171668000560
3750,Macoupin,Sch,400560070,26.0,2003,Ben-Gil Elementary School,Ms. Angela Turcol,340 Kelly St,Gillespie,62033 1476,217839-4828,P-5,95.0,48.0,13.0,4.0,171668001973
3751,Macoupin,Dist,400560080,26.0,0000,Bunker Hill CUSD 8,Dr. Victor Buehler,504 E Warren St,Bunker Hill,62014 1102,618585-3116,P-12,95.0,48.0,13.0,2.0,1707770
3752,Macoupin,Sch,400560080,26.0,0001,Bunker Hill High School,Mr. Matt Smith,314 S Meissner St,Bunker Hill,62014 1314,618585-3232,9-12,95.0,48.0,13.0,4.0,170777000392
3753,Macoupin,Sch,400560080,26.0,1001,Wolf Ridge Junior High School,Mrs. Stephanie M Cann,700 W Orange St,Bunker Hill,62014 1535,618585-3116,"P,6-8",95.0,48.0,13.0,4.0,170777005716
3754,Macoupin,Sch,400560080,26.0,2003,Wolf Ridge Elementary,Mrs. Stephanie M Cann,700 W Orange St,Bunker Hill,62014 1535,618585-3116,K-5,95.0,48.0,13.0,4.0,170777000394
3755,Macoupin,Dist,400560090,26.0,0000,Southwestern CUSD 9,Mr. Mark Brad Skertich,PO Box 728,Brighton,62012 0728,618372-3813,P-12,95.0,48.0,13.0,2.0,1731500
3756,Macoupin,Sch,400560090,26.0,0001,Southwestern High School,Mr. Mark Bearley,PO Box 100,Piasa,62079 0100,618729-3211,9-12,95.0,48.0,13.0,4.0,173150003320
3757,Macoupin,Sch,400560090,26.0,1002,Southwestern Middle School,Mr. Scott Hopkins,PO Box 70,Piasa,62079 0070,618729-3217,7-8,95.0,48.0,13.0,4.0,173150003321
3758,Macoupin,Sch,400560090,26.0,2004,Medora Intermediate School,Mr. Scott Hopkins,PO Box 178,Medora,62063 0178,618729-3231,"P,5-6",100.0,50.0,13.0,4.0,173150003318
3759,Macoupin,Sch,400560090,26.0,2005,Shipman Elem School,Mrs. Diane Milner,PO Box 229,Shipman,62685 0229,618836-5535,"P,3-4",95.0,48.0,13.0,4.0,173150003319
3760,Macoupin,Sch,400560090,26.0,2006,Brighton North Primary School,Mrs. Diane Milner,PO Box 757,Brighton,62012 0757,618372-3162,P-2,95.0,48.0,13.0,4.0,173150003316
3761,Macoupin,Dist,400560340,26.0,0000,North Mac CUSD 34,Ms. Marica Cullen,525 N 3rd St,Girard,62640 1157,217627-2915,P-12,95.0,48.0,13.0,2.0,1701403
3762,Macoupin,Sch,400560340,26.0,0001,North Mac High School,Mr. Rob Horn,231 W Fortune St,Virden,62690 1228,217965-4127,9-12,95.0,48.0,13.0,4.0,170140306148
3763,Macoupin,Sch,400560340,26.0,2001,North Mac Intermediate,Mr. Dennis McMillin,525 N 3rd St,Girard,62640 1157,217627-2419,"P,3-8",95.0,48.0,13.0,4.0,170140306141
3764,Macoupin,Sch,400560340,26.0,2002,North Mac Elementary,Nancy Bitner,231 W Fortune St,Virden,62690 1228,217965-5424,P-2,95.0,48.0,13.0,4.0,170140306109
3765,Madison,Dist,410570010,26.0,0000,Roxana CUSD 1,Mrs. Debra Kreutztrager,401 Chaffer Ave,Roxana,62084 1125,618254-7541,P-12,111.0,56.0,12.0,2.0,1735010
3766,Madison,Sch,410570010,26.0,0001,Roxana Sr High School,Mr. Jason Dandurand,401 Chaffer Ave,Roxana,62084 1125,618254-7553,9-12,111.0,56.0,12.0,4.0,173501003674
3767,Madison,Sch,410570010,26.0,1001,Roxana Junior High School,Dr. Steven Mayerhofer,401 Chaffer Ave,Roxana,62084 1125,618254-7561,6-8,111.0,56.0,12.0,4.0,173501003671
3768,Madison,Sch,410570010,26.0,2004,Central Intermediate School,Mr. Jim Miller,601 Chaffer Ave,Roxana,62084 1126,618254-7594,1-5,111.0,56.0,12.0,4.0,173501003673
3769,Madison,Sch,410570010,26.0,2006,South Primary School,Mr. Ryan Tusek,414 Indiana Ave,South Roxana,62087 1628,618254-7591,P-2,111.0,56.0,12.0,4.0,173501004822
3770,Madison,Dist,410570020,26.0,0000,Triad CUSD 2,Mrs. Leigh A Lewis,203 E Throp St,Troy,62294 1231,618667-8851,P-12,108.0,54.0,15.0,2.0,1737350
3771,Madison,Sch,410570020,26.0,0001,Triad High School,Dr. Rodney Winslow,703 E US Highway 40,Troy,62294 2210,618667-5409,9-12,108.0,54.0,15.0,4.0,173735003870
3772,Madison,Sch,410570020,26.0,1008,Triad Middle School,Mr. Matt Noyes,9539 US Highway 40,St Jacob,62281 1309,618644-5511,6-8,108.0,54.0,15.0,4.0,173735003868
3773,Madison,Sch,410570020,26.0,2003,Marine Elem School,Ms. Renee Iberg,725 W Division St,Marine,62061 1761,618667-5404,K-5,108.0,54.0,15.0,4.0,173735003866
3774,Madison,Sch,410570020,26.0,2004,Silver Creek Elementary,Ms. Sandra Padak,209 N Dewey St,Troy,62294 1214,618667-5403,K-5,108.0,54.0,15.0,4.0,173735003734
3775,Madison,Sch,410570020,26.0,2005,St Jacob Elem School,Mr. Jay Simpson,PO Box 217,Saint Jacob,62281 0317,618644-2541,K-5,108.0,54.0,15.0,4.0,173735003869
3776,Madison,Sch,410570020,26.0,2008,C A Henning School,Kay Burrough,520 E US Highway 40,Troy,62294 2200,618667-5401,P-5,108.0,54.0,15.0,4.0,173735005343
3777,Madison,Dist,410570030,26.0,0000,Venice CUSD 3,Dr. Cullen L Cullen,300 4th St,Venice,62090 1015,618274-7953,K-8,113.0,57.0,12.0,2.0,1740200
3778,Madison,Sch,410570030,26.0,2002,Venice Elem School,Dr. Cullen L Cullen,300 4th St,Venice,62090 1015,618274-7953,K-8,113.0,57.0,12.0,4.0,174020004047
3779,Madison,Dist,410570050,26.0,0000,Highland CUSD 5,Mr. Michael S Sutton,400 Broadway,Highland,62249 2024,618654-2108,P-12,108.0,54.0,15.0,2.0,1718990
3780,Madison,Sch,410570050,26.0,0001,Highland High School,Dr. Karen Gauen,400 Broadway,Highland,62249 2024,618654-7131,9-12,108.0,54.0,15.0,4.0,171899002179
3781,Madison,Sch,410570050,26.0,1002,Highland Middle School,Dr. Erick Baer,400 Broadway,Highland,62249 2024,618651-8800,6-8,108.0,54.0,15.0,4.0,171899002180
3782,Madison,Sch,410570050,26.0,2003,Highland Primary School,Mrs. Julie Korte,400 Broadway,Highland,62249 2024,618654-2108,P-2,108.0,54.0,15.0,4.0,171899002178
3783,Madison,Sch,410570050,26.0,2004,Alhambra Primary School,Mrs. Cynthia Tolbert,302 W Main St,Alhambra,62001 2162,618488-2200,P-3,108.0,54.0,15.0,4.0,171899002176
3784,Madison,Sch,410570050,26.0,2005,Grantfork Upper Elementary Sch,Mrs. Cynthia Tolbert,206 N Mulberry St,Highland,62249 3254,618675-2200,4-5,108.0,54.0,15.0,4.0,171899002177
3785,Madison,Sch,410570050,26.0,2008,Highland Elementary  School,Mrs. Lori L Miscik,400 Broadway,Highland,62249 2024,618654-2108,3-5,108.0,54.0,15.0,4.0,171899004111
3786,Madison,Dist,410570070,26.0,0000,Edwardsville CUSD 7,Dr. Lynda C Andre,708 Saint Louis St,Edwardsville,62025 1427,618656-1182,P-12,112.0,56.0,13.0,2.0,1713530
3787,Madison,Sch,410570070,26.0,0001,Edwardsville High School,Dr. Dennis Cramsey,6161 Center Grove Rd,Edwardsville,62025 3307,618656-7100,9-12,112.0,56.0,13.0,4.0,171353001639
3788,Madison,Sch,410570070,26.0,1001,Liberty Middle School,Mrs. Beth Crumbacher,1 District Dr,Edwardsville,62025 7708,618655-6800,6-8,108.0,54.0,15.0,4.0,171353005717
3789,Madison,Sch,410570070,26.0,1002,Lincoln Middle School,Dr. Steve Stuart,145 West St,Edwardsville,62025 1467,618656-0485,6-8,112.0,56.0,13.0,4.0,171353001640
3790,Madison,Sch,410570070,26.0,2003,Columbus Elem School,Dr. Vincent Schlueter,315 N Kansas St,Edwardsville,62025 1735,618656-5167,3-5,112.0,56.0,13.0,4.0,171353001638
3791,Madison,Sch,410570070,26.0,2004,LeClaire Elem School,Dr. Cornelia Smith,801 Franklin Ave,Edwardsville,62025 2437,618656-3825,P-2,112.0,56.0,13.0,4.0,171353001642
3792,Madison,Sch,410570070,26.0,2005,Worden Elementary School,Dr. Beth Renth,110 N Main St,Worden,62097 1332,618692-7442,3-5,95.0,48.0,13.0,4.0,171353005310
3793,Madison,Sch,410570070,26.0,2006,Glen Carbon Elem School,Mr. Curt Schumacher,141 Birger Ave,Glen Carbon,62034 1426,618692-7460,P-2,112.0,56.0,13.0,4.0,171353001641
3794,Madison,Sch,410570070,26.0,2007,N O Nelson Elem School,Dr. Tanya Patton,1225 W High St,Edwardsville,62025 1058,618656-8480,P-2,112.0,56.0,13.0,4.0,171353001643
3795,Madison,Sch,410570070,26.0,2008,Hamel Elementary School,Mr. Matt Sidarous,PO Box 157,Hamel,62046 0157,618692-7444,P-2,108.0,54.0,15.0,4.0,171353001644
3796,Madison,Sch,410570070,26.0,2009,Midway School,Mr. Matt Sidarous,6321 Midway Dr,Moro,62067 1415,618692-7446,P-2,95.0,48.0,13.0,4.0,171353004625
3797,Madison,Sch,410570070,26.0,2010,Woodland Elementary School,Mrs. Tara Fox,59 S State Route 157,Edwardsville,62025 3851,618692-8791,3-5,112.0,56.0,13.0,4.0,171353002145
3798,Madison,Sch,410570070,26.0,2011,Goshen Elementary,Mrs. Mary Miller,101 District Dr,Edwardsville,62025 7766,618655-6250,P-2,108.0,54.0,15.0,4.0,171353006000
3799,Madison,Sch,410570070,26.0,2012,Albert Cassens Elementary,Mrs. Martha Richey,1014 Glen Crossing Rd,Glen Carbon,62034 8517,618655-6150,3-5,112.0,56.0,13.0,4.0,171353006020
3800,Madison,Sch,410570070,26.0,3001,District 7 Alternative School,Dr. Dennis Cramsey,6148 Center Grove Rd,Edwardsville,62025 3308,618692-7466,9-12,112.0,56.0,13.0,4.0,171353005311
3801,Madison,Dist,410570080,26.0,0000,Bethalto CUSD 8,Dr. Jill Griffin,610 Texas Blvd,Bethalto,62010 1754,618377-7200,P-12,111.0,56.0,12.0,2.0,1706120
3802,Madison,Sch,410570080,26.0,0001,Civic Memorial High School,Mr. Aaron Kilpatrick,200 School St,Bethalto,62010 1046,618377-7220,9-12,111.0,56.0,12.0,4.0,170612000298
3803,Madison,Sch,410570080,26.0,1002,Wilbur Trimpe Middle School,Dr. Kelly McClain,910 2nd St,Bethalto,62010 1437,618377-7240,6-8,111.0,56.0,12.0,4.0,170612000302
3804,Madison,Sch,410570080,26.0,2003,Bethalto East Primary School,Mr. Todd Hannaford,309 Albers Pl,Bethalto,62010 1473,618377-7250,P-1,111.0,56.0,12.0,4.0,170612000296
3805,Madison,Sch,410570080,26.0,2007,Meadowbrook Intermediate Sch,Mrs. Kimberly Wilks,111 W Roosevelt Dr,Moro,62067 1545,618377-7270,4-5,111.0,56.0,13.0,4.0,170612000301
3806,Madison,Sch,410570080,26.0,2009,Parkside Primary School,Ms. Kimberly Heinz,600 E Central St,Bethalto,62010 1365,618377-4100,2-3,111.0,56.0,12.0,4.0,170612003103
3807,Madison,Sch,410570080,26.0,3002,CM West,Aaron Kilpatrick,101 School St,Bethalto,62010 1005,618377-7208,7-12,111.0,56.0,12.0,4.0,170612006003
3808,Madison,Dist,410570090,26.0,0000,Granite City CUSD 9,Mr. Jim Greenwald,1947 Adams St,Granite City,62040 3311,618451-5800,P-12,113.0,57.0,12.0,2.0,1717280
3809,Madison,Sch,410570090,26.0,0001,Granite City High School,Mr. Daren DePew,3101 Madison Ave,Granite City,62040 3620,618451-5808,9-12,112.0,56.0,12.0,4.0,171728002028
3810,Madison,Sch,410570090,26.0,1003,Coolidge Junior High Sch,Mr. Patrick Curry,3231 Nameoki Rd,Granite City,62040 5001,618451-5826,7-8,112.0,56.0,12.0,4.0,171728002024
3811,Madison,Sch,410570090,26.0,1004,Grigsby Intermediate Sch,Mr. Donald Stratton,3801 Cargill Rd,Granite City,62040 4215,618931-5544,5-6,111.0,56.0,12.0,4.0,171728002029
3812,Madison,Sch,410570090,26.0,2007,Frohardt Elem School,Mrs. Theresa Mitchell,2040 Johnson Rd,Granite City,62040 3956,618451-5821,3-4,112.0,56.0,12.0,4.0,171728002026
3813,Madison,Sch,410570090,26.0,2012,Maryville Elem School,Mr. Mark Lull,4651 Maryville Rd,Granite City,62040 2516,618931-2044,1-2,111.0,56.0,12.0,4.0,171728002034
3814,Madison,Sch,410570090,26.0,2013,Mitchell Elementary School,Mrs. Lisa Delaney,316 E Chain of Rocks Rd,Granite City,62040 2721,618931-0057,3-4,111.0,56.0,12.0,4.0,171728002036
3815,Madison,Sch,410570090,26.0,2020,Wilson Elem School,Mr. John Schooley,2400 Wilson Ave,Granite City,62040 6059,618451-5817,1-2,112.0,56.0,12.0,4.0,171728002045
3816,Madison,Sch,410570090,26.0,2022,Prather Elementary School,Mrs. Dottie Falter,3200 Maryville Rd,Granite City,62040 5144,618931-5700,"P,K",113.0,57.0,12.0,4.0,171728005016
3817,Madison,Dist,410570100,26.0,0000,Collinsville CUSD 10,Dr. Robert Green,201 W Clay St,Collinsville,62234 3219,618346-6350,P-12,112.0,56.0,13.0,2.0,1710650
3818,Madison,Sch,410570100,26.0,0001,Collinsville High School,Mr. David Snider,2201 S Morrison Ave,Collinsville,62234 1449,618346-6320,9-12,112.0,56.0,12.0,4.0,171065001278
3819,Madison,Sch,410570100,26.0,1003,Collinsville Middle School,Dr. Kimberly Jackson,9649 Collinsville Rd,Collinsville,62234 1876,618343-2100,7-8,112.0,56.0,15.0,4.0,171065001279
3820,Madison,Sch,410570100,26.0,2001,Webster Elementary School,Mr. Brad Snow,108 W Church St,Collinsville,62234 2725,618346-6301,P-4,112.0,56.0,15.0,4.0,171065001288
3821,Madison,Sch,410570100,26.0,2006,Caseyville Elementary School,Mr. Kevin Robinson,433 S 2nd St,Caseyville,62232 1525,618346-6205,K-4,112.0,56.0,12.0,4.0,171065001292
3822,Madison,Sch,410570100,26.0,2011,Kreitner Elem School,Dr. Todd Pettit,9000 College St,Collinsville,62234 1701,618346-6213,P-4,112.0,56.0,12.0,4.0,171065001281
3823,Madison,Sch,410570100,26.0,2013,Jefferson Elem School,Mr. Kevin Robinson,152 Boskydells Dr,Collinsville,62234 1901,618346-6212,K-4,112.0,56.0,15.0,4.0,171065001283
3824,Madison,Sch,410570100,26.0,2014,John A Renfro Elementary School,Mrs. Laura Bauer,311 Camelot Dr,Collinsville,62234 4815,618346-6266,P-4,112.0,56.0,13.0,4.0,171065001282
3825,Madison,Sch,410570100,26.0,2020,Summit Elementary School,Dr. Julie Haake,408 Willoughby Ln,Collinsville,62234 3742,618346-6221,K-4,112.0,56.0,13.0,4.0,171065001285
3826,Madison,Sch,410570100,26.0,2022,Maryville Elem School,Mrs. Carmen Loemker,6900 W Main St,Maryville,62062 6634,618346-6261,K-4,112.0,56.0,13.0,4.0,171065001287
3827,Madison,Sch,410570100,26.0,2023,Twin Echo Elem School,Dr. Julie Haake,1937 S Morrison Ave,Collinsville,62234 1515,618346-6228,K-4,112.0,56.0,12.0,4.0,171065001289
3828,Madison,Sch,410570100,26.0,2024,Dorris Intermediate Sch,Mr. Kevin Stirnaman,1841 Vandalia St,Collinsville,62234 4854,618346-6311,5-6,112.0,56.0,13.0,4.0,171065005632
3829,Madison,Sch,410570100,26.0,3001,Hollywood Heights,Dr. John Griffith,6 S Oakland Dr,Caseyville,62232 2020,618346-6350,1-4,112.0,56.0,12.0,4.0,171065006302
3830,Madison,Dist,410570110,26.0,0000,Alton CUSD 11,Mr. Mark Cappel,PO Box 9028,Alton,62002 9028,618474-2600,P-12,111.0,56.0,12.0,2.0,1703600
3831,Madison,Sch,410570110,26.0,0001,Alton High School,Mr. Mike Bellm,4200 Humbert Rd,Alton,62002 7117,618474-2700,9-12,111.0,56.0,13.0,4.0,170360000035
3832,Madison,Sch,410570110,26.0,1006,Alton Middle School,Mrs. Cindy Inman,2200 College Ave,Alton,62002 4602,618474-2200,6-8,111.0,56.0,12.0,4.0,170360005841
3833,Madison,Sch,410570110,26.0,2007,Eunice Smith Elem School,Ms. Jody Meggos,2400 Henry St,Alton,62002 4446,618463-2077,P-1,111.0,56.0,12.0,4.0,170360000056
3834,Madison,Sch,410570110,26.0,2010,Gilson Brown Elem School,Mrs. JoAnn Curvey,1613 W Delmar Ave,Godfrey,62035 1317,618463-2175,K-1,111.0,56.0,13.0,4.0,170360000037
3835,Madison,Sch,410570110,26.0,2015,Lewis & Clark Elem School,Mrs. Latasha LeFlore-Porter,6800 Humbert Rd,Godfrey,62035 2250,618463-2177,P-1,100.0,50.0,13.0,4.0,170360000042
3836,Madison,Sch,410570110,26.0,2024,Lovejoy Elem School,Mr. John Ducey,1043 Tremont St,Alton,62002 6749,618463-2057,P-1,111.0,56.0,12.0,4.0,170360000049
3837,Madison,Sch,410570110,26.0,2028,West Elementary School,Dr. Brian Saenz,1513 State St,Alton,62002 3456,618463-2134,2-5,111.0,56.0,12.0,4.0,170360004116
3838,Madison,Sch,410570110,26.0,2029,East Elementary School,Mrs. Lanea DeConcini,1035 Washington Ave,Alton,62002 2802,618463-2130,2-5,111.0,56.0,12.0,4.0,170360005842
3839,Madison,Sch,410570110,26.0,2030,North Elementary School,Mrs. Tiana Montgomery,5600 Godfrey Rd,Godfrey,62035 2422,618463-2171,2-5,111.0,56.0,13.0,4.0,170360005843
3840,Madison,Sch,410570110,26.0,3004,Early Childhood,Mrs. Cynthia Schuenke,6008 Godfrey Rd,Godfrey,62035 2408,618463-2166,P,111.0,56.0,13.0,4.0,170360000054
3841,Madison,Sch,410570110,26.0,3006,Motivational Achievemnt Center,Ms. Stacie Franke,2512 Amelia St,Alton,62002 5401,618463-2063,K-8,111.0,56.0,12.0,4.0,170360001473
3842,Madison,Dist,410570120,26.0,0000,Madison CUSD 12,Dr. Warletta Brookins,602 Farrish St,Madison,62060 1567,618877-1712,P-12,113.0,57.0,12.0,2.0,1723970
3843,Madison,Sch,410570120,26.0,0001,Madison Senior High School,Mr. Juan Gardner,600 Farrish St,Madison,62060 1567,618876-7010,9-12,113.0,57.0,12.0,4.0,172397002622
3844,Madison,Sch,410570120,26.0,1003,Madison Jr High School,Mr. Juan Gardner,600 Farrish St,Madison,62060 1567,618877-6409,6-8,113.0,57.0,12.0,4.0,172397006234
3845,Madison,Sch,410570120,26.0,2008,Bernard Long Elem School,Mrs. Terrien Fennoy,1003 Farrish St,Madison,62060 1562,618876-6409,P-5,113.0,57.0,12.0,4.0,172397006213
3846,Madison,Sch,410570120,26.0,3001,Madison Student Support Center,Mr. Rob Miller,1634 7th St,Madison,62060 1426,618876-6409,7-12,111.0,56.0,12.0,4.0,172397005633
3847,Madison,Dist,410570130,2.0,0000,East Alton SD 13,Virgil Moore,210 E Saint Louis Ave,East Alton,62024 1455,618433-2051,P-8,111.0,56.0,12.0,2.0,1712960
3848,Madison,Sch,410570130,2.0,1001,East Alton Middle School,Mrs. Alyssa Smith,1000 3rd St,East Alton,62024 1605,618433-2201,6-8,111.0,56.0,12.0,4.0,171296001542
3849,Madison,Sch,410570130,2.0,2002,Eastwood Elem School,Mr. Matt Stimac,1030 3rd St,East Alton,62024 1605,618433-2101,K-5,111.0,56.0,12.0,4.0,171296001543
3850,Madison,Sch,410570130,2.0,3002,Washington Elem School,Mrs. Stacey Egan,210 E Saint Louis Ave,East Alton,62024 1455,618433-2001,P,111.0,56.0,12.0,4.0,171296001546
3851,Madison,Dist,410570140,16.0,0000,East Alton-Wood River CHSD 14,Dr. John Pearson,777 N Wood River Ave,Wood River,62095 1227,618254-3151,9-12,111.0,56.0,12.0,2.0,1712990
3852,Madison,Sch,410570140,16.0,0001,East Alton-Wood River High Sch,Mrs. Leigh Robinson,777 N Wood River Ave,Wood River,62095 1227,618254-3151,9-12,111.0,56.0,12.0,4.0,171299001547
3853,Madison,Dist,410570150,3.0,0000,Wood River-Hartford ESD 15,Dr. Patrick Anderson,501 E Lorena Ave,Wood River,62095 2123,618254-0607,P-8,111.0,56.0,12.0,2.0,1743050
3854,Madison,Sch,410570150,3.0,1001,Lewis-Clark Jr High School,Mrs. Heather Johnson,501 E Lorena Ave,Wood River,62095 2123,618254-4355,6-8,111.0,56.0,12.0,4.0,174305004321
3855,Madison,Sch,410570150,3.0,2002,Lewis-Clark Elem School,Mr. Kelly Bohnenstiehl,501 E Lorena Ave,Wood River,62095 2123,618254-4354,K-5,111.0,56.0,12.0,4.0,174305004320
3856,Madison,Sch,410570150,3.0,2004,Hartford Elem School,Mr. Mark Begando,110 W 2nd St,Hartford,62048 1204,618254-9814,P-5,111.0,56.0,12.0,4.0,174305004319
3857,McHenry,Dist,440630020,3.0,0000,Nippersink SD 2,Dr. Dan Oest,4213 US Highway 12,Richmond,60071 9732,815678-6863,P-8,63.0,32.0,14.0,2.0,1700222
3858,McHenry,Sch,440630020,3.0,1001,Nippersink Middle School,Mr. Tim Molitor,10006 N Main St,Richmond,60071 9436,815678-7129,6-8,63.0,32.0,14.0,4.0,170022204117
3859,McHenry,Sch,440630020,3.0,2001,Richmond Grade School,Mr. Paul Augustyn,5815 Broadway St,Richmond,60071 7701,815678-4717,P-5,63.0,32.0,14.0,4.0,170022204118
3860,McHenry,Sch,440630020,3.0,2002,Spring Grove Elementary School,Mr. Chris Pittman,2018 Main Street Rd,Spring Grove,60081 9693,815675-2342,K-5,64.0,32.0,14.0,4.0,170022204143
3861,McHenry,Dist,440630030,3.0,0000,Fox River Grove Cons SD 3,Dr. Tim Mahaffy,403 Orchard St,Fox River Grove,60021 1145,847516-5100,P-8,52.0,26.0,6.0,2.0,1715660
3862,McHenry,Sch,440630030,3.0,1001,Fox River Grove Middle School,Mr. Eric Runck,401 Orchard St,Fox River Grove,60021 1145,847516-5105,5-8,52.0,26.0,6.0,4.0,171566005508
3863,McHenry,Sch,440630030,3.0,2001,Algonquin Road Elem School,Dr. Sandy Ozimek,975 Algonquin Rd,Fox River Grove,60021 1820,847516-5101,P-4,52.0,26.0,6.0,4.0,171566001878
3864,McHenry,Dist,440630120,26.0,0000,Johnsburg CUSD 12,Dr. Daniel Johnson,2222 Church St,Johnsburg,60051 5910,815385-6916,P-12,63.0,32.0,14.0,2.0,1720490
3865,McHenry,Sch,440630120,26.0,0002,Johnsburg High School,Mr. Kevin Shelton,2002 W Ringwood Rd,Johnsburg,60051 8573,815385-9233,9-12,63.0,32.0,14.0,4.0,172049002315
3866,McHenry,Sch,440630120,26.0,1003,Johnsburg Jr High School,Mrs. Nancy Hurckes,2220 Church St,Johnsburg,60051 5910,815385-6210,6-8,63.0,32.0,14.0,4.0,172049002316
3867,McHenry,Sch,440630120,26.0,2001,Johnsburg Elementary School,Dr. Bridget Belcastro,2118 Church St,Johnsburg,60051,815385-3731,3-5,63.0,32.0,14.0,4.0,172049002314
3868,McHenry,Sch,440630120,26.0,2002,Ringwood School Primary Ctr,Mr. Andy Elbert,4700 School Rd,Ringwood,60072 9606,815728-0459,P-2,63.0,32.0,14.0,4.0,172049002318
3869,McHenry,Dist,440630150,4.0,0000,McHenry CCSD 15,Dr. R Alan Hoffman,1011 N Green St,McHenry,60050 5720,815385-7210,P-8,63.0,32.0,14.0,2.0,1725290
3870,McHenry,Sch,440630150,4.0,1006,McHenry Middle School,Mr. Michael Glover,2120 W Lincoln Rd,McHenry,60051 3634,815385-2522,6-8,63.0,32.0,14.0,4.0,172529002757
3871,McHenry,Sch,440630150,4.0,1007,Parkland School,Mr. Michael Adams,1802 N Ringwood Rd,McHenry,60050 1340,815385-8810,6-8,63.0,32.0,14.0,4.0,172529002758
3872,McHenry,Sch,440630150,4.0,1008,Chauncey H Duker School,Mrs. Debbie Holliday,3711 W Kane Ave,McHenry,60050 5524,815344-7125,3-5,63.0,32.0,14.0,4.0,172529004456
3873,McHenry,Sch,440630150,4.0,2001,Edgebrook Elem School,Mrs. Michelle Reinhardt,701 N Green St,Mchenry,60050 5517,815385-3123,P-3,63.0,32.0,14.0,4.0,172529002754
3874,McHenry,Sch,440630150,4.0,2002,Hilltop Elem School,Ms. Angelena Colon,2615 W Lincoln Rd,McHenry,60051 3639,815385-4421,K-3,63.0,32.0,14.0,4.0,172529002755
3875,McHenry,Sch,440630150,4.0,2003,Landmark Elem School,Mrs. Margaret Carey,3614 Waukegan Rd,McHenry,60050 4343,815385-8120,K-5,63.0,32.0,14.0,4.0,172529005514
3876,McHenry,Sch,440630150,4.0,2004,Valley View Elem School,Mrs. Amanda Cohn,6515 W IL Route 120,Mchenry,60050 7450,815385-0640,K-5,64.0,32.0,14.0,4.0,172529002759
3877,McHenry,Sch,440630150,4.0,2005,Riverwood Elementary School,Mrs. Kathie Robinson,300 S Driftwood Trl,McHenry,60050 5456,815344-7130,K-5,64.0,32.0,14.0,4.0,172529005434
3878,McHenry,Dist,440630180,4.0,0000,Riley CCSD 18,Robert Willis,9406 Riley Rd,Marengo,60152 9013,815568-8637,K-8,63.0,32.0,14.0,2.0,1733750
3879,McHenry,Sch,440630180,4.0,2001,Riley Comm Cons School,Mrs. Christine Conkling,9406 Riley Rd,Marengo,60152 9013,815568-8637,K-8,63.0,32.0,14.0,4.0,173375003470
3880,McHenry,Dist,440630190,24.0,0000,Alden Hebron SD 19,Dr. Debbie Ehlenburg,9604 Illinois St,Hebron,60034 9618,815648-2442,P-12,63.0,32.0,14.0,2.0,1703300
3881,McHenry,Sch,440630190,24.0,0002,Alden-Hebron High School,Mr. Tim Hayunga,9604 Illinois St,Hebron,60034 9618,815648-2442,9-12,63.0,32.0,14.0,4.0,170330000017
3882,McHenry,Sch,440630190,24.0,1001,Alden-Hebron Middle School,Dr. Kim Qualls,9604 Illinois St,Hebron,60034 9618,815648-2442,6-8,63.0,32.0,14.0,4.0,170330000016
